city,lat,lng,population
Porcuna,37.8697,-4.1872,6156
Heliconia,6.2106,-75.73,6138
Campo San Martino,45.55,11.8167,5753
Satsuma,30.8577,-88.0632,6190
Prinzapolka,13.4,-83.5667,6189
Tuakau,-37.2667,174.95,5390
Kirton,52.9278,-0.0598,5371
Temnikov,54.6333,43.2167,6179
Thoiry,46.2364,5.9797,5981
Lütjenburg,54.2947,10.5914,5322
Vilseck,49.6,11.8,6093
Riviersonderend,-34.15,19.9,5245
Dyce,57.2031,-2.192,5811
Ascoli Satriano,41.2156,15.5578,6167
Slănic,45.2333,25.9392,6034
Caracol,-22.0139,-57.0239,6182
Lendelede,50.8858,3.2372,5747
Berceni,44.3167,26.1833,5942
Vendenheim,48.6675,7.7131,5817
Sheridan,39.6466,-105.0181,6183
Le Lavandou,43.1378,6.3678,5981
Truccazzano,45.4833,9.4667,5913
Leonardtown,38.3039,-76.6396,6182
Poussan,43.4886,3.67,5983
Westhausen,48.8839,10.1864,6025
Steyning,50.8868,-0.3279,5812
Parmain,49.1147,2.2086,5575
Hope,49.3858,-121.4419,6181
Gimli,50.6619,-97.0297,6181
Eastman,32.1973,-83.1714,6180
Kusatsu,36.6206,138.5961,6058
Yeranos,40.2081,45.1861,6119
Dusheti,42.0845,44.6961,6167
Asakawa,37.0808,140.4128,6018
San Cristóbal Acasaguastlán,14.9189,-89.8722,6129
Darcinópolis,-6.7128,-47.76,6174
High Springs,29.808,-82.5949,6178
Doullens,50.1567,2.3403,5998
Königsfeld im Schwarzwald,48.1383,8.4214,6027
Orsett,51.51,0.37,6115
University at Buffalo,43.0025,-78.7887,6174
Olhos d’Água,-17.3969,-43.5728,6171
Vaison-la-Romaine,44.2408,5.075,5953
Au in der Hallertau,48.5575,11.7417,6063
Silveiras,-22.6639,-44.8528,6158
Pembury,51.1456,0.3224,6128
Ibiracatu,-15.6639,-44.1639,6155
Jandaia,-17.0489,-50.1458,6164
Loimaan Kunta,60.8667,22.9833,6152
Solt,46.8008,19.0042,6125
Untergriesbach,48.5736,13.6672,6085
Huntingburg,38.301,-86.9622,6170
Almadina,-14.705,-39.6369,6145
Dainville,50.2819,2.7272,5665
Cocal dos Alves,-3.7289,-41.4489,6168
Nieheim,51.7997,9.1097,6093
Pontotoc,34.2532,-89.0091,6169
Pierrefeu-du-Var,43.2244,6.1453,6065
Lingenfeld,49.2453,8.3442,5788
Emerald,-37.9331,145.437,5778
Treffurt,51.1367,10.2375,6084
Monterenzio,44.3333,11.4,6110
Beacon Falls,41.439,-73.0568,6168
East Farmingdale,40.7336,-73.4169,6168
Richmond,-33.5983,150.7511,5482
Dartmouth,50.351,-3.579,5064
Clyde,41.3046,-82.9782,6166
Týniště nad Orlicí,50.1514,16.0778,6050
Itumirim,-21.3169,-44.8708,6139
Mäntyharju,61.4181,26.8792,6159
Yoshinoyama,34.4,135.85,6101
Eagar,34.1058,-109.2956,6164
Ida Ou Moumene,30.5983,-9.0025,6105
Senador Elói de Souza,-6.0358,-35.6928,6127
São João da Serra,-5.5139,-41.8989,6157
Gyangzê,28.9203,89.5996,6000
Branford Center,41.2779,-72.8148,6163
Rib Mountain,44.9196,-89.6763,6163
Adligenswil,47.0706,8.365,5391
Kuybyshevo,47.8183,38.9083,6145
Henryetta,35.4421,-95.9848,6162
Unterseen,46.6872,7.8497,5750
Magny-en-Vexin,49.1544,1.7867,5750
Montgomery,41.1709,-76.874,6159
Fort Edward,43.2294,-73.56,6159
Barra Longa,-20.2828,-43.0408,6143
Polýgyros,40.3783,23.4453,6121
Szabadszállás,46.8761,19.2217,6121
Rusko,60.5417,22.2222,6110
San Gerardo,13.8,-88.4,6079
Odesskoye,54.1861,73.05,6148
Erdweg,48.3167,11.3,5991
Jemna,33.57,9.01,6128
Hemhofen,49.6831,10.9331,5362
Simsbury Center,41.8808,-72.8111,6154
Chanceford,39.8832,-76.4757,6154
Wassertrüdingen,49.0333,10.6,6041
Kojetín,49.3518,17.3021,5962
Sainte-Sigolène,45.2431,4.2347,5959
Monteiasi,40.5,17.3833,5580
Kulary,43.2397,45.5042,5960
Clinton,39.6608,-87.4045,6152
Evansville,42.7781,-89.2967,6152
Bonares,37.3167,-6.6667,6060
San Pol de Mar,41.6033,2.6244,5428
Pardinho,-23.0811,-48.3736,6122
Saxon,46.15,7.1667,5897
Lanett,32.8571,-85.2081,6151
Quinto Vicentino,45.5667,11.6167,5815
Veintiocho de Noviembre,-51.584,-72.2143,6145
Pignataro Maggiore,41.2,14.1667,5964
Nürensdorf,47.4467,8.6486,5591
Ares,43.4278,-8.2417,5829
Újszász,47.3,20.0833,6043
Ballingry,56.15,-3.3333,5740
Raleigh Hills,45.4852,-122.7567,6146
Naintré,46.7636,0.4864,5908
Bridgewater,38.3862,-78.9674,6145
Kleinwallstadt,49.8717,9.1678,5778
Lausen,47.4725,7.7597,5209
Southampton,42.2308,-72.7386,6144
Northfield,44.1453,-72.6841,6144
Graça Aranha,-5.41,-44.3339,6140
Vernio,44.05,11.15,6048
Santorso,45.7333,11.3833,5711
Glenarden,38.9293,-76.8577,6143
East Pasadena,34.1377,-118.0776,6143
Kechoulah,31.5592,-9.2483,6083
Sint Pancras,52.6631,4.7853,5068
Trunovskoye,45.495,42.1294,6121
Maiano,46.1833,13.0667,5932
Saint-Jorioz,45.8336,6.1639,5864
Hofbieber,50.5863,9.8353,6072
Ronco all’Adige,45.3365,11.2466,6001
Potiretama,-5.6678,-38.2508,6126
New Norfolk,-42.7828,147.0594,5432
Gurinhatã,-19.2128,-49.7858,6137
Pelican Bay,26.2326,-81.8108,6140
Dornhan,48.3494,8.5122,6006
Tequesta,26.9618,-80.1011,6138
Montbonnot-Saint-Martin,45.2269,5.8025,5306
Clapiers,43.6575,3.8883,5431
Alpnach,46.9499,8.2309,6031
Broughton,53.169,-2.985,5974
Elm Grove,43.0479,-88.0867,6136
Borso del Grappa,45.8167,11.8,5955
Genazzano,41.8333,12.9667,5949
Varniţa,46.8614,29.4692,5105
Sidi Mbark,29.2987,-9.825,6110
Welshpool,52.6597,-3.1473,5948
Lom Kao,16.8847,101.2336,6065
Carlstadt,40.8247,-74.0613,6132
Vaugneray,45.7378,4.6564,5896
Sümeg,46.9775,17.2817,6037
Torrebelvicino,45.7167,11.3167,5849
North Windham,43.8238,-70.4288,6131
Cochran,32.3875,-83.3523,6131
Sedgefield,54.65,-1.45,5211
Riantec,47.7108,-3.3106,5722
Eucalyptus Hills,32.885,-116.9453,6129
Arlington Heights,41.0039,-75.2116,6129
Brownville,44.0298,-76.053,6129
Sosnovo-Ozerskoye,52.5247,111.5411,6128
Helmshore,53.687,-2.329,5805
Castelsardo,40.9144,8.7128,5990
Emskirchen,49.5514,10.7178,6038
Novokhopërsk,51.1,41.6167,6108
Jambeiro,-23.2536,-45.6878,6092
Shikhany,52.1167,47.2,5560
Bø,59.4572,9.0314,6101
Independence,42.4622,-91.9027,6124
Lebanon,40.7278,-74.8903,6124
Laurel Bay,32.4599,-80.7869,6124
Braunlage,51.7264,10.6101,5854
Garrettsville,41.2843,-81.0933,6123
Abanilla,38.2072,-1.0414,6097
Pöllau,47.3019,15.8339,6054
Douvrin,50.51,2.8317,5544
Fundeni,44.3833,26.3667,5658
Frick,47.5081,8.0222,5563
Kirchentellinsfurt,48.5311,9.1483,5611
Gardnerville,38.939,-119.7369,6121
Gnas,46.8749,15.8263,6046
Candiolo,44.9667,7.6,5644
Fleurance,43.8494,0.6636,5982
Löchgau,49.0017,9.1083,5608
Isanti,45.4928,-93.2407,6120
Taciba,-22.39,-51.285,6110
Vizzini,37.1667,14.75,6072
Mainhardt,49.0833,9.55,6017
Otaci,48.43,27.7939,6043
Monroe,40.1612,-77.0701,6119
Noreña,43.3933,-5.7042,5145
Lannemezan,43.1239,0.3847,5812
Punxsutawney,40.9437,-78.9767,6117
Country Homes,47.7478,-117.4196,6117
Wailua Homesteads,22.065,-159.3771,6117
Hergiswil,46.9844,8.3125,5777
Kehychivka,49.2858,35.7622,6090
Haute-Goulaine,47.1989,-1.4286,5833
Chiquilistlán,20.0856,-103.8939,6102
Brigg,53.5529,-0.485,5626
Sidney,41.134,-102.9681,6115
Mendon,42.093,-71.5515,6115
Princeton,37.1068,-87.8854,6115
Fahrland,52.4675,13.0139,5123
Aznalcóllar,37.5167,-6.2667,6083
Moulay Bouzarqtoune,31.65,-9.6833,6069
Spydeberg,59.6153,11.0764,6042
Bartonville,40.6398,-89.6608,6113
Ixcateopan de Cuauhtémoc,18.5,-99.7933,6104
Chena Ridge,64.7941,-148.0357,6111
Pauls Valley,34.7236,-97.2291,6110
Saint-Apollinaire,46.6167,-71.5167,6110
Wanon Niwat,17.6358,103.7549,6020
Tazemmourt,30.4083,-8.8269,6073
Munford,35.4433,-89.8148,6109
Tarrant,33.5945,-86.7684,6109
Los Chaves,34.7332,-106.7631,6109
Woodville,52.769,-1.533,5161
Fornovo di Taro,44.6833,10.1,6004
Wildon,46.8869,15.5142,5367
Wilhering,48.3239,14.1906,5911
Santo Antônio do Jardim,-22.1158,-46.68,6053
Los Ranchos de Albuquerque,35.1625,-106.6481,6108
Megalópoli,37.4,22.1333,5748
Prrenjas,41.0667,20.55,5847
San Antonio Cañada,18.5,-97.2833,5590
Edgewood,35.1318,-106.2151,6107
Windsbach,49.2489,10.8291,6018
Aquia Harbour,38.4597,-77.3806,6106
Nereto,42.82,13.8169,5342
Indian Hills,39.0894,-119.7977,6104
Bresje,42.6264,21.0874,5596
Coursan,43.2325,3.0589,5864
Klæbu,63.2761,10.5142,6067
El Granada,37.5134,-122.466,6102
Pai Pedro,-15.5169,-43.065,6094
Villefranche-sur-Mer,43.7042,7.3117,5064
Concepción de Buenos Aires,19.8667,-103.15,6088
San Giovanni Suèrgiu,39.1109,8.5225,6018
Serradifalco,37.4538,13.8805,5959
Alkoven,48.2872,14.1069,5961
Acque Dolci,38.05,14.5833,5663
Thelepte,34.9758,8.5939,6046
Chalfont Saint Giles,51.632,-0.576,5925
Tillicoultry,56.153,-3.742,5900
Anta Gorda,-28.97,-52.005,6073
Alcudia de Crespins,38.9708,-0.5908,5113
Gauchy,49.8253,3.2856,5254
Niedereschach,48.1317,8.5272,5917
Pueai Noi,15.8707,102.9064,5946
Rio Espera,-20.855,-43.4739,6070
Lucciana,42.5458,9.4172,5893
Rosate,45.3333,9.0167,5785
Stewartville,43.8605,-92.4896,6094
Filiatrá,37.1572,21.5858,5969
Pagham,50.7708,-0.7448,5941
Navás,41.8997,1.8786,6018
Jánossomorja,47.7852,17.1359,6052
Oulad Amghar,35.25,-3.65,6010
Bensley,37.447,-77.442,6092
Hordle,50.7603,-1.6212,5654
Mesquita,-19.2228,-42.6069,6069
Shrewsbury,38.5866,-90.3282,6091
Adlington,53.6165,-2.5986,6010
Madalena,38.5356,-28.5234,6049
Riedenburg,48.9667,11.6833,6030
Villemur-sur-Tarn,43.8656,1.505,5962
Alpine,30.364,-103.665,6090
Lindau,47.4431,8.6719,5621
Mériel,49.0792,2.205,5124
Harlan,36.8432,-83.3184,6089
Ginoza,26.4817,127.9756,5900
Los Villares,37.6833,-3.8167,6020
Hindon Hill,44.9333,-78.7333,6088
East Ballina,-28.8594,153.5872,5571
Dinguiraye,11.299,-10.726,6062
Krumë,42.1961,20.4146,6006
Willard,41.0518,-82.7232,6086
Puttershoek,51.8044,4.5681,5688
Roquefort-la-Bédoule,43.2475,5.5908,5896
Biloela,-24.4002,150.5133,5758
Hastière-par-delà,50.2167,4.8333,5979
Ontario,40.771,-82.6105,6084
Artés,41.7981,1.9552,5762
Meyreuil,43.4861,5.4956,5796
Aubignan,44.0997,5.0253,5719
Pedra Bela,-22.7931,-46.4433,6044
Wheelersburg,38.7383,-82.8421,6082
Cheshire Village,41.5026,-72.8993,6082
Dol-de-Bretagne,48.5497,-1.7508,5714
Albaida,38.8369,-0.5156,5914
Marcellus,42.9539,-76.3255,6081
Hurley,41.9622,-74.1159,6080
Les Cèdres,45.3,-74.05,6079
Steinfort,49.66,5.9156,5617
Meijel,51.35,5.8833,5789
Worragee,-34.9144,150.6386,5068
Montauban-de-Bretagne,48.1992,-2.0481,5946
Vilaboa,42.4167,-8.55,5919
Sannicola,40.1,18.0667,5864
Noves,43.8769,4.9014,5866
Roye,49.7,2.7903,5709
La Broquerie,49.3994,-96.5103,6076
Saint-Mitre-les-Remparts,43.455,5.0142,5800
Ähtäri,62.55,24.0694,6068
Aixe-sur-Vienne,45.7964,1.1361,5820
Colney Heath,51.7353,-0.2564,5962
Labuništa,41.2683,20.5958,5936
Alezio,40.0667,18.05,5732
Ostricourt,50.4544,3.0308,5367
Verkhniy Avzyan,53.5289,57.5372,6064
Williams,40.6313,-75.2278,6073
Neftenbach,47.5283,8.6681,5692
Clifton Springs,42.9608,-77.1348,6072
Santa Catarina,21.1406,-100.0619,5120
Butjadingen,53.55,8.3333,6024
Ceriale,44.0966,8.2321,5571
Nova Olinda,-7.48,-38.0419,5999
Bad Königshofen im Grabfeld,50.2992,10.4667,5984
Breitenfurth bei Wien,48.1333,16.15,5853
Sebiş,46.3728,22.1294,5979
Merville,43.7214,1.2978,5878
Mrgashat,40.1297,44.0706,5867
Guadasuar,39.1833,-0.4781,5902
Sandnessjøen,66.0167,12.6333,6052
Gozzano,45.75,8.4333,5622
Verkh-Tula,54.8833,82.7806,6020
Chorvátský Grob,48.2275,17.2908,5692
South Williamsport,41.2294,-77.0009,6068
Westmoreland,43.1216,-75.4476,6068
La Wantzenau,48.6581,7.8283,5838
Chevreuse,48.7075,2.0383,5647
Allershausen,48.425,11.5917,5847
Kent,49.2833,-121.75,6067
Baltmannsweiler,48.7433,9.4492,5756
Vilafant,42.2468,2.9379,5421
Itueta,-19.3939,-41.17,6063
Carcare,44.3579,8.2906,5534
Münchwilen,47.4815,8.9924,5377
Uchaly,54.3689,59.4342,6049
Altafulla,41.1433,1.3769,5307
Geislingen,48.2875,8.8125,5881
Ostellato,44.75,11.9333,6030
Pacujá,-3.9878,-40.6969,5986
Saint-Georges-d’Orques,43.6103,3.7806,5476
Bagnolo Piemonte,44.7667,7.3167,5969
Campo Alegre de Goiás,-17.6389,-47.7819,6060
Ulëty,51.3561,112.4828,6061
San Lucido,39.3167,16.05,6062
Çıralı,36.4073,30.4786,6000
Waihi,-37.393,175.832,5740
Albán,4.8783,-74.4383,5956
Colosó,9.4942,-75.3525,6013
Monchique,37.3167,-8.6,6045
Donzère,44.4436,4.71,5877
Maurik,51.96,5.4236,5865
Bechhofen,49.1637,10.5549,5960
Bagnolo San Vito,45.0833,10.8833,5938
Saint-Hilaire-du-Harcouët,48.5778,-1.0919,5932
São Vicente,-6.2158,-36.6839,6028
Moosinning,48.2833,11.85,5908
Zumikon,47.3328,8.6239,5120
Thalgau,47.8413,13.2537,5931
Rindge,42.7523,-72.0107,6054
Sersheim,48.9617,9.0139,5568
Divisa Nova,-21.5108,-46.1958,6025
Rhuthun,53.115,-3.312,5461
Fort Ann,43.4698,-73.5231,6052
Arnemuiden,51.5,3.6667,5055
Lindfield,51.0135,-0.0833,5394
Askern,53.6167,-1.15,5570
Ouro Verde de Minas,-18.0708,-41.27,6016
Shihoro,43.1683,143.2411,6027
Colônia do Gurguéia,-8.1819,-43.7919,6036
Nelsonville,39.456,-82.2219,6050
Writtle,51.729,0.427,5383
Kastellaun,50.0694,7.4431,5410
Obfelden,47.2639,8.4242,5340
Magdalena Tequisistlán,16.3992,-95.6033,6038
Childress,34.4293,-100.2516,6048
Brezoi,45.3442,24.2394,6022
Lonate Ceppino,45.7,8.8667,5012
Staplehurst,51.164,0.553,6003
Bni Abdellah,35.0728,-4.0706,5983
Kotel,42.8863,26.45,6021
Kabansk,52.0486,106.6528,6038
Oraison,43.9172,5.9186,5891
Deschutes River Woods,43.9887,-121.3608,6044
Dover,42.2366,-71.2842,6044
Tweed,44.6,-77.3333,6044
Laufen,47.4167,7.5,5556
Brookhaven,39.6062,-79.8812,6043
Carrizo Springs,28.5266,-99.8589,6043
Tótkomlós,46.4169,20.7328,5995
Maintirano,-18.0666,44.0167,5925
Sanitz,54.0833,12.3833,5969
Beluša,49.0653,18.3278,5925
Combourg,48.4086,-1.7517,5945
Wasselonne,48.6372,7.4481,5661
Lossa,51.3992,12.8736,5984
Riverside,39.4777,-76.2385,6038
Mel,46.0622,12.0798,5968
Itaguatins,-5.7678,-47.4808,6029
Pau D’Arco,-7.8328,-50.0439,6033
Mishkino,55.5342,55.9633,6021
Barbourville,36.8667,-83.885,6036
Buttenwiesen,48.6,10.7167,5936
Dubăsarii Vechi,47.1356,29.2008,5922
Calvisson,43.785,4.1922,5833
Dacono,40.062,-104.9484,6034
Union,38.9472,-84.6731,6034
Tapa,59.2644,25.9628,5706
Chapéu,-23.5558,-52.2178,5983
Bagni di Lucca,44.0094,10.5794,5997
Cartes,43.3256,-4.0681,5731
Saint-Galmier,45.59,4.3172,5737
Wilna,44.0562,-75.5903,6031
Tea,43.4511,-96.834,6031
Hambrücken,49.1861,8.5439,5527
Milhaud,43.7897,4.3075,5717
Rohrdorf,47.7989,12.1675,5826
Rensselaer,40.9375,-87.1684,6029
Saint-Félix-de-Valois,46.17,-73.43,6029
Xambrê,-23.7358,-53.49,6012
Krasavino,60.9667,46.4833,6021
Khlevnoye,52.1951,39.0932,6007
Corsano,39.8891,18.3675,5432
Penela,40.0333,-8.3833,5983
Bottanuco,45.6397,9.5064,5137
Beaucourt,47.4861,6.9253,5014
Derýneia,35.063,33.9585,5844
Gualdo Cattaneo,42.9167,12.55,5965
Great Warley Street,51.607,0.3,5973
Schlüsselfeld,49.7567,10.6193,5941
La Ferté-Macé,48.5925,-0.3572,5810
Volodarka,49.52,29.9153,5996
Billigheim,49.3478,9.2544,5903
Chepes,-31.35,-66.6,6020
Timelkam,48.0014,13.6125,5708
Nové Strašecí,50.1528,13.9005,5602
Ban Chet Samian,13.6264,99.8293,5743
Sales,-21.3408,-49.485,6002
Pinehurst,30.1889,-95.7017,6021
Finley,46.1697,-119.0446,6021
Betânia do Piauí,-8.1478,-40.7958,6015
Mügeln,51.2333,13.05,5913
Darjazīn,35.6447,53.3342,5997
Stoke Mandeville,51.7861,-0.7914,5825
Felipe Guerra,-5.6028,-37.6889,5997
Chatham,41.6698,-69.9755,6019
Parabel’,58.6978,81.4825,6018
Seaton Carew,54.6628,-1.1888,6018
Pluak Daeng,12.9728,101.2143,5891
Pluneret,47.6756,-2.9575,5796
Nerokoúros,35.4758,24.0383,5531
Cumberland,39.7844,-85.9458,6017
Montmorillon,46.4261,0.8708,5911
Douar Tazrout,35.2631,-5.5453,5974
Ra’s al Khashūfah,34.8833,36.1333,5499
Querqueville,49.6633,-1.6953,5097
Azovo,54.6997,73.0236,5997
Aiuruoca,-21.9758,-44.6028,6003
Chillicothe,40.9157,-89.502,6012
Bay Roberts,47.5847,-53.2783,6012
La Gorgue,50.6383,2.7142,5637
Crofton,53.657,-1.427,5781
Ascea,40.15,15.1833,5855
Hainesport,39.9767,-74.8369,6010
Fort Shawnee,40.6814,-84.1487,6009
Metropolis,37.1565,-88.7083,6008
Oshakan,40.2633,44.3147,5962
Maquoketa,42.0598,-90.6651,6007
Watchung,40.6432,-74.4391,6006
Davenport,28.1588,-81.6084,6005
Zhongcha,33.2911,103.8735,6000
Zeeland,51.6967,5.6731,5788
Los Reyes,18.6743,-97.0385,5830
Godstone,51.248,-0.064,5949
Portland,40.4375,-84.9833,6002
Williamsburg,36.7392,-84.1647,6002
St. Thomas,39.9239,-77.8063,6002
Herrnhut,51.0167,14.7417,5922
Matsuzaki,34.7531,138.7789,5932
Soligalich,59.0833,42.2833,5998
Du Quoin,38.0019,-89.2323,6001
Rajec,49.0833,18.6333,5816
Anglés,41.9574,2.64,5654
Tessalit,20.2011,1.0125,6000
Baldwin,44.954,-92.3709,6000
Villanova Mondovì,44.35,7.7667,5795
Burghfield,51.411,-1.042,5955
Bons-en-Chablais,46.2644,6.3703,5700
Ibiara,-7.5008,-38.405,5974
Karlshuld,48.6833,11.3,5799
Blean,51.307,1.043,5589
Amalfi,40.6333,14.6028,5102
Elburn,41.8838,-88.4615,5997
Ashton-Sandy Spring,39.1515,-77.0065,5997
Belyayevka,51.3975,56.4167,5992
José da Penha,-6.3169,-38.2808,5946
Tarp,54.6667,9.4,5651
Hittfeld,53.3856,9.9844,5610
Hillsborough,43.1489,-71.9469,5995
Yukhnov,54.75,35.2333,5985
Kingston,35.8713,-84.4959,5994
Kvinesdal,58.3381,7.0231,5987
Santa Albertina,-20.0319,-50.7278,5971
Porvenir,-53.2956,-70.3687,5992
Coristanco,43.2,-8.75,5950
Castelnuovo di Garfagnana,44.1219,10.4056,5936
Windsor,42.0637,-75.6597,5992
Melfort,52.8564,-104.61,5992
San Dorligo della Valle,45.6225,13.8578,5754
Villa Bartolomea,45.1583,11.3531,5880
Coulogne,50.9242,1.885,5401
Pinkafeld,47.3717,16.1219,5779
Úpice,50.5124,16.0162,5622
Cristália,-16.8,-42.8619,5982
Bathmen,52.25,6.2869,5224
Eastampton,40.001,-74.7553,5989
Wingham,-31.85,152.367,5374
Bramley,51.329,-1.0613,5875
Třebechovice pod Orebem,50.201,15.9923,5716
Stadtoldendorf,51.8833,9.6167,5757
Almodóvar del Campo,38.7186,-4.1667,5983
Homeland Park,34.4644,-82.6593,5988
Karaidel,55.8377,56.9098,5980
Lewistown,47.0514,-109.4524,5987
Durham,39.6232,-121.7875,5987
Winfield,41.4098,-87.2623,5987
Alnashi,56.1874,52.4792,5964
Bredstedt,54.62,8.9644,5429
Wemding,48.8667,10.7167,5802
Tegernheim,49.0247,12.1725,5504
Cut Off,29.5164,-90.3291,5985
Tápiószele,47.3333,19.8833,5827
Murça,41.4,-7.45,5952
Membrilla,38.9667,-3.35,5942
Louisville,33.1224,-89.0553,5983
Winthrop,44.3116,-69.9615,5983
Gannat,46.1,3.1983,5824
Bussoleno,45.1411,7.1475,5824
Northern Cambria,40.6561,-78.7784,5981
Camalaú,-7.8889,-36.8228,5971
Costigliole d’Asti,44.785,8.1819,5822
Balatonboglár,46.7667,17.6667,5798
Romentino,45.4667,8.7167,5659
Rousínov,49.2013,16.8822,5730
Bédarieux,43.6159,3.1588,5771
Pevely,38.2863,-90.4005,5978
São Pedro de Alcântara,-27.5658,-48.805,5935
South Monroe,41.893,-83.4179,5977
Bourne End,51.5817,-0.7134,5320
Douar Oulad Bou Krae El Fouqani,31.5617,-8.8944,5944
Hungerford,51.414,-1.515,5767
Bonnyville,54.2667,-110.75,5975
Sutamarchán,5.6206,-73.6214,5916
Stornara,41.2833,15.7667,5802
Fayence,43.6233,6.6939,5765
Hellam,40.0206,-76.5962,5973
Westerburg,50.5639,7.9725,5666
Velešta,41.2408,20.6439,5834
Kisanpur,26.9333,85.5833,5506
Ettingen,47.4809,7.5444,5156
Robbio,45.2914,8.5922,5828
Corigliano d’Otranto,40.1667,18.25,5768
Lagodekhi,41.8222,46.275,5918
Gieten,53.0053,6.7631,5877
Micheldorf in Oberösterreich,47.8781,14.1333,5854
Kiviõli,59.3517,26.9611,5504
Chinnor,51.702,-0.911,5924
Kazimierza Wielka,50.2656,20.4936,5848
Berhida,47.1131,18.1342,5833
Jablunkov,49.5767,18.7646,5445
North Hills,40.7765,-73.6778,5969
Andebu,59.2972,10.105,5937
Carbonne,43.2972,1.2192,5752
Mûrs-Erigné,47.3986,-0.5372,5642
Novobelokatay,55.7066,58.958,5961
Bad Saarow-Pieskow,52.2916,14.0558,5851
Valga,42.6893,-8.6481,5824
Lakemoor,42.3396,-88.2038,5967
Karstädt,53.1497,11.75,5943
Guardo,42.7833,-4.8333,5872
Américo de Campos,-20.3,-49.7333,5942
Quincy-Voisins,48.8994,2.8736,5439
Isen,48.2167,12.0667,5832
Fatezh,52.0894,35.8589,5951
Lower Heidelberg,40.3556,-76.0528,5965
Trooper,40.1489,-75.3995,5965
Vail,39.6386,-106.3607,5964
Echzell,50.3833,8.8833,5809
Zaraysk,54.7653,38.8836,5918
Lengnau,47.1817,7.3667,5254
Inniswold,30.3982,-91.071,5963
Peypin,43.3858,5.5783,5547
Axminster,50.781,-3,5761
Girifalco,38.8167,16.4333,5827
Steelton,40.2258,-76.8254,5962
Lesparre-Médoc,45.3069,-0.9378,5804
Le Poinçonnet,46.7639,1.7189,5831
São João de Manteninha,-18.7208,-41.16,5918
Haiterbach,48.5244,8.6503,5761
Maria Helena,-23.6158,-53.205,5956
Santa Bárbara do Rio Pardo,-22.8808,-49.2389,5944
Pusztaszabolcs,47.1413,18.7594,5845
Northville,42.4355,-83.489,5958
Johnson Lane,39.0489,-119.7245,5957
Lucerne Valley,34.4427,-116.9021,5956
Kao Liao,15.8506,100.0792,5835
St. Clair,38.3479,-90.9934,5955
Ao Luek,8.378,98.7211,5880
East Alton,38.884,-90.1073,5954
La Crèche,46.3608,-0.3,5786
Rocky Mount,37.0045,-79.8854,5953
Dedoplists’q’aro,41.4652,46.1045,5940
San Miguel Panixtlahuaca,16.2597,-97.3781,5930
Desselgem,50.8864,3.35,5230
Benigánim,38.9431,-0.4433,5779
Stettler,52.3236,-112.7192,5952
Diónysos,38.1,23.8667,5651
Münzenberg,50.4533,8.7761,5769
Rochlitz,51.0481,12.7986,5711
Kungsör,59.4227,16.1059,5913
Vidigueira,38.2,-7.8,5932
Sireţi,47.1472,28.6775,5833
Andover,41.0244,-74.7283,5949
Eberndorf,46.5914,14.6436,5862
Modřice,49.1279,16.6144,5410
Kōzaki,35.9017,140.4053,5663
Barnhart,38.336,-90.4046,5948
Fruta de Leite,-16.1308,-42.5328,5940
Villeneuve,46.4063,6.9731,5767
Eurajoki,61.2,21.7333,5938
Mila Doce,26.223,-97.9601,5947
Hopedale,42.1247,-71.535,5947
Tashtyp,52.7975,89.8936,5946
Fernandes Pinheiro,-25.4128,-50.5478,5932
Waldbrunn,50.5167,8.1167,5753
New London,39.7743,-75.8797,5946
Gowanda,42.4612,-78.9339,5945
Shields,43.4174,-84.0731,5945
Sharan,54.8167,54,5929
Shatsk,54.0333,41.7,5935
Progreso,26.0962,-97.9566,5944
Gray,29.6776,-90.7833,5944
Picerno,40.6333,15.6333,5869
Frasin,47.5183,25.7819,5876
Westville,41.5375,-86.9049,5943
Studley,52.2696,-1.8915,5879
Sterlibashevo,53.4372,55.2586,5930
Callington,50.503,-4.316,5786
Davyd-Haradok,52.0556,27.2139,5919
Itaú,-5.84,-37.9928,5897
Charlestown,40.0851,-75.5588,5941
Déchy,50.3525,3.1283,5362
Yoakum,29.2933,-97.1469,5940
Darlington,34.3015,-79.867,5940
Kaba,47.3557,21.2742,5878
Canale,44.8,8,5624
Rodeio Bonito,-27.4708,-53.1689,5868
Tinzart,30.6167,-7.75,5902
Ubarana,-21.1658,-49.7178,5910
Waakirchen,47.7667,11.6667,5801
Ornago,45.6,9.4167,5075
Montalcino,43.0592,11.4892,5919
Wolfach,48.2994,8.2228,5850
East Preston,50.8104,-0.4819,5938
Raton,36.8849,-104.4396,5938
Mojen,36.48,54.6458,5932
Al Quţaylibīyah,35.2889,36.0153,5566
Shefar‘am,32.8056,35.1694,5650
Certosa di Pavia,45.2544,9.1279,5435
Goodrich,42.9147,-83.5092,5935
East Hanover,40.391,-76.6845,5935
Psachná,38.5828,23.6328,5827
Fontenay-Trésigny,48.7075,2.8694,5678
Ararica,-29.6139,-50.925,5771
Freshwater,50.6826,-1.5249,5369
Morshyn,49.155,23.8725,5850
Leongatha,-38.4833,145.95,5119
Saint-Calixte,45.95,-73.85,5934
Longare,45.4833,11.6167,5684
Campina do Monte Alegre,-23.4253,-48.4772,5901
Countryside,41.7741,-87.8752,5933
Furiani,42.6567,9.4331,5628
Xylókastro,38.0667,22.6333,5500
Sullivan City,26.2752,-98.5644,5932
